1,2,3
22.69,21.62,2022-04-16 13:33:15.382476
22.77,21.62,2022-04-16 13:33:26.097463
22.69,21.62,2022-04-16 13:33:36.812291
22.77,21.62,2022-04-16 13:33:47.527115
22.77,21.62,2022-04-16 13:33:58.242129
22.69,21.62,2022-04-16 13:34:08.956800
22.69,21.62,2022-04-16 13:34:19.671710
22.77,21.62,2022-04-16 13:34:30.386459
22.6,21.62,2022-04-16 13:34:41.101414
22.69,21.62,2022-04-16 13:34:51.816320
22.77,21.62,2022-04-16 13:35:02.531018
22.77,21.62,2022-04-16 13:35:13.245747
22.69,21.62,2022-04-16 13:35:23.960906
22.69,21.62,2022-04-16 13:35:34.671877
22.69,21.62,2022-04-16 13:35:45.386465
22.6,21.62,2022-04-16 13:35:56.101578
22.6,21.62,2022-04-16 13:36:06.816496
22.52,21.62,2022-04-16 13:36:17.531393
22.6,21.62,2022-04-16 13:36:28.246134
22.6,21.62,2022-04-16 13:36:38.960845
22.6,21.62,2022-04-16 13:36:49.675645
22.52,21.62,2022-04-16 13:37:00.390544
22.52,21.62,2022-04-16 13:37:11.105628
22.52,21.62,2022-04-16 13:37:21.820542
22.43,21.62,2022-04-16 13:37:32.535447
22.43,21.62,2022-04-16 13:37:43.250230
22.52,21.62,2022-04-16 13:37:53.965104
22.43,21.62,2022-04-16 13:38:04.679980
22.43,21.62,2022-04-16 13:38:15.394857
22.43,21.62,2022-04-16 13:38:26.105833
22.43,21.62,2022-04-16 13:38:36.820730
22.43,21.62,2022-04-16 13:38:47.535241
22.43,21.62,2022-04-16 13:38:58.250194
22.35,21.62,2022-04-16 13:39:08.965284
22.35,21.62,2022-04-16 13:39:19.680155
22.43,21.62,2022-04-16 13:39:30.394924
22.43,21.62,2022-04-16 13:39:41.109891
22.35,21.62,2022-04-16 13:39:51.824693
22.35,21.62,2022-04-16 13:40:02.539439
22.43,21.62,2022-04-16 13:40:13.254469
22.35,21.62,2022-04-16 13:40:23.969399
22.35,21.62,2022-04-16 13:40:34.684069
22.35,21.62,2022-04-16 13:40:45.399091
22.35,21.62,2022-04-16 13:40:56.113943
22.35,21.62,2022-04-16 13:41:06.828847
22.43,21.62,2022-04-16 13:41:17.539751
22.43,21.62,2022-04-16 13:41:28.254545
22.35,21.62,2022-04-16 13:41:38.969449
22.35,21.62,2022-04-16 13:41:49.684345
22.27,21.62,2022-04-16 13:42:00.399214
22.43,21.62,2022-04-16 13:42:11.114146
22.35,21.62,2022-04-16 13:42:21.828705
22.43,21.62,2022-04-16 13:42:32.543869
22.43,21.62,2022-04-16 13:42:43.258559
22.43,21.62,2022-04-16 13:42:53.973563
22.35,21.62,2022-04-16 13:43:04.688413
22.43,21.62,2022-04-16 13:43:15.403320
22.43,21.62,2022-04-16 13:43:26.118064
22.35,21.62,2022-04-16 13:43:36.832967
22.43,21.62,2022-04-16 13:43:47.547837
22.43,21.62,2022-04-16 13:43:58.262753
22.35,21.62,2022-04-16 13:44:08.973655
22.43,21.62,2022-04-16 13:44:19.688563
22.43,21.62,2022-04-16 13:44:30.403391
22.43,21.62,2022-04-16 13:44:41.118253
22.35,21.62,2022-04-16 13:44:51.833113
22.43,21.62,2022-04-16 13:45:02.547962
22.52,21.62,2022-04-16 13:45:13.262653
22.35,21.62,2022-04-16 13:45:23.977636
22.35,21.62,2022-04-16 13:45:34.692574
22.43,21.62,2022-04-16 13:45:45.407404
22.43,21.62,2022-04-16 13:45:56.122303
22.43,21.62,2022-04-16 13:46:06.837069
22.43,21.62,2022-04-16 13:46:17.551985
22.43,21.62,2022-04-16 13:46:28.266857
22.35,21.62,2022-04-16 13:46:38.977873
22.35,21.62,2022-04-16 13:46:49.692680
22.35,21.62,2022-04-16 13:47:00.407428
22.43,21.62,2022-04-16 13:47:11.122343
22.43,21.62,2022-04-16 13:47:21.837229
22.35,21.62,2022-04-16 13:47:32.552096
22.35,21.62,2022-04-16 13:47:43.266935
22.35,21.62,2022-04-16 13:47:53.981801
22.35,21.62,2022-04-16 13:48:04.696711
22.27,21.62,2022-04-16 13:48:15.411579
22.35,21.62,2022-04-16 13:48:26.126166
22.27,21.62,2022-04-16 13:48:36.841213
22.35,21.62,2022-04-16 13:48:47.556117
21.52,21.62,2022-04-16 13:48:58.266987
21.52,21.62,2022-04-16 13:49:08.981890
21.6,21.62,2022-04-16 13:49:19.696777
21.6,21.62,2022-04-16 13:49:30.411676
21.6,21.62,2022-04-16 13:49:41.126407
21.6,21.62,2022-04-16 13:49:51.841152
21.6,21.62,2022-04-16 13:50:02.556056
21.52,21.62,2022-04-16 13:50:13.271080
21.6,21.62,2022-04-16 13:50:23.985912
21.6,21.56,2022-04-16 13:50:34.700586
21.43,21.56,2022-04-16 13:50:45.415561
21.52,21.56,2022-04-16 13:50:56.130436
21.52,21.56,2022-04-16 13:51:06.845564
21.6,21.56,2022-04-16 13:51:17.556748
21.52,21.56,2022-04-16 13:51:28.271891
21.52,21.56,2022-04-16 13:51:38.986999
21.6,21.56,2022-04-16 13:51:49.701985
21.6,21.56,2022-04-16 13:52:00.417192
21.52,21.56,2022-04-16 13:52:11.132285
21.52,21.56,2022-04-16 13:52:21.847272
21.52,21.56,2022-04-16 13:52:32.562482
21.52,21.56,2022-04-16 13:52:43.277526
21.43,21.56,2022-04-16 13:52:53.992586
21.52,21.56,2022-04-16 13:53:04.707632
21.6,21.56,2022-04-16 13:53:15.422674
21.6,21.56,2022-04-16 13:53:26.133841
21.52,21.56,2022-04-16 13:53:36.849088
21.68,21.56,2022-04-16 13:53:47.564017
21.68,21.56,2022-04-16 13:53:58.279043
21.6,21.56,2022-04-16 13:54:08.994194
21.6,21.56,2022-04-16 13:54:19.709180
21.52,21.56,2022-04-16 13:54:30.424233
21.6,21.56,2022-04-16 13:54:41.139302
21.68,21.56,2022-04-16 13:54:51.854341
21.6,21.56,2022-04-16 13:55:02.569316
21.6,21.56,2022-04-16 13:55:13.284370
21.6,21.56,2022-04-16 13:55:23.999274
21.6,21.56,2022-04-16 13:55:34.710539
21.68,21.56,2022-04-16 13:55:45.425585
21.68,21.56,2022-04-16 13:55:56.140565
21.68,21.56,2022-04-16 13:56:06.855581
21.6,21.56,2022-04-16 13:56:17.570588
21.6,21.56,2022-04-16 13:56:28.285631
21.6,21.56,2022-04-16 13:56:39.000654
21.52,21.56,2022-04-16 13:56:49.715654
21.6,21.56,2022-04-16 13:57:00.430503
21.68,21.56,2022-04-16 13:57:11.145648
21.68,21.56,2022-04-16 13:57:21.860642
21.6,21.56,2022-04-16 13:57:32.571713
21.6,21.56,2022-04-16 13:57:43.286731
21.68,21.56,2022-04-16 13:57:54.001759
21.6,21.56,2022-04-16 13:58:04.716687
21.68,21.56,2022-04-16 13:58:15.431540
21.68,21.56,2022-04-16 13:58:26.146708
21.6,21.56,2022-04-16 13:58:36.861709
21.68,21.56,2022-04-16 13:58:47.576709
21.6,21.56,2022-04-16 13:58:58.291704
21.68,21.56,2022-04-16 13:59:09.006626
21.68,21.56,2022-04-16 13:59:19.721598
21.68,21.56,2022-04-16 13:59:30.436574
21.68,21.56,2022-04-16 13:59:41.147683
21.6,21.56,2022-04-16 13:59:51.862632
21.6,21.56,2022-04-16 14:00:02.577643
21.6,21.56,2022-04-16 14:00:13.292620
21.68,21.56,2022-04-16 14:00:24.007589
21.77,21.56,2022-04-16 14:00:34.722586
21.6,21.56,2022-04-16 14:00:45.437257
21.6,21.56,2022-04-16 14:00:56.152514
21.6,21.56,2022-04-16 14:01:06.867441
21.68,21.56,2022-04-16 14:01:17.582370
21.77,21.56,2022-04-16 14:01:28.297392
21.77,21.56,2022-04-16 14:01:39.008412
21.77,21.56,2022-04-16 14:01:49.723408
21.77,21.56,2022-04-16 14:02:00.438395
21.77,21.56,2022-04-16 14:02:11.153240
21.85,21.56,2022-04-16 14:02:21.868278
21.77,21.62,2022-04-16 14:02:32.583264
21.85,21.56,2022-04-16 14:02:43.298184
21.85,21.62,2022-04-16 14:02:54.013124
21.93,21.62,2022-04-16 14:03:04.728100
21.85,21.62,2022-04-16 14:03:15.442995
21.85,21.62,2022-04-16 14:03:26.157967
21.77,21.62,2022-04-16 14:03:36.872866
21.93,21.62,2022-04-16 14:03:47.583870
21.93,21.62,2022-04-16 14:03:58.298884
21.85,21.62,2022-04-16 14:04:09.013817
21.93,21.62,2022-04-16 14:04:19.728747
21.93,21.62,2022-04-16 14:04:30.443723
21.93,21.62,2022-04-16 14:04:41.158635
22.02,21.62,2022-04-16 14:04:51.873601
22.02,21.62,2022-04-16 14:05:02.588509
22.02,21.62,2022-04-16 14:05:13.303435
22.02,21.62,2022-04-16 14:05:24.018312
22.02,21.62,2022-04-16 14:05:34.733348
22.02,21.62,2022-04-16 14:05:45.444350
21.93,21.62,2022-04-16 14:05:56.159169
22.02,21.62,2022-04-16 14:06:06.874285
21.93,21.62,2022-04-16 14:06:17.589039
22.02,21.62,2022-04-16 14:06:28.304092
22.02,21.62,2022-04-16 14:06:39.019051
22.02,21.62,2022-04-16 14:06:49.733910
22.02,21.62,2022-04-16 14:07:00.448901
22.02,21.62,2022-04-16 14:07:11.163812
22.02,21.62,2022-04-16 14:07:21.878725
22.02,21.62,2022-04-16 14:07:32.593627
22.02,21.62,2022-04-16 14:07:43.304671
22.02,21.62,2022-04-16 14:07:54.019573
22.02,21.62,2022-04-16 14:08:04.734466
21.93,21.62,2022-04-16 14:08:15.449398
21.93,21.62,2022-04-16 14:08:26.164359
21.93,21.62,2022-04-16 14:08:36.879326
21.93,21.62,2022-04-16 14:08:47.594212
21.93,21.62,2022-04-16 14:08:58.309149
21.85,21.62,2022-04-16 14:09:09.024019
21.93,21.62,2022-04-16 14:09:19.738935
21.93,21.62,2022-04-16 14:09:30.453873
21.93,21.62,2022-04-16 14:09:41.168725
21.93,21.62,2022-04-16 14:09:51.879778
21.85,21.62,2022-04-16 14:10:02.594792
21.85,21.62,2022-04-16 14:10:13.309672
21.85,21.62,2022-04-16 14:10:24.024493
21.85,21.62,2022-04-16 14:10:34.739575
21.85,21.62,2022-04-16 14:10:45.454354
21.68,21.62,2022-04-16 14:10:56.169322
21.77,21.62,2022-04-16 14:11:06.884301
21.85,21.62,2022-04-16 14:11:17.599144
21.85,21.62,2022-04-16 14:11:28.314112
21.85,21.62,2022-04-16 14:11:39.028994
21.93,21.62,2022-04-16 14:11:49.739903
21.85,21.62,2022-04-16 14:12:00.454854
21.93,21.62,2022-04-16 14:12:11.169755
21.93,21.62,2022-04-16 14:12:21.884508
22.02,21.62,2022-04-16 14:12:32.599588
21.93,21.62,2022-04-16 14:12:43.314366
21.93,21.62,2022-04-16 14:12:54.029207
21.85,21.62,2022-04-16 14:13:04.744405
21.93,21.62,2022-04-16 14:13:15.459116
21.93,21.62,2022-04-16 14:13:26.174214
21.85,21.62,2022-04-16 14:13:36.889109
21.85,21.62,2022-04-16 14:13:47.599893
21.93,21.62,2022-04-16 14:13:58.314852
21.93,21.62,2022-04-16 14:14:09.029945
21.93,21.62,2022-04-16 14:14:19.744831
22.02,21.62,2022-04-16 14:14:30.459538
22.02,21.62,2022-04-16 14:14:41.174488
22.02,21.62,2022-04-16 14:14:51.889395
22.1,21.62,2022-04-16 14:15:02.604495
22.02,21.62,2022-04-16 14:15:13.319398
22.02,21.62,2022-04-16 14:15:24.034197
22.02,21.62,2022-04-16 14:15:34.749190
22.02,21.62,2022-04-16 14:15:45.464129
22.02,21.62,2022-04-16 14:15:56.175107
22.02,21.62,2022-04-16 14:16:06.890108
22.02,21.62,2022-04-16 14:16:17.604973
22.02,21.62,2022-04-16 14:16:28.319845
22.02,21.62,2022-04-16 14:16:39.034428
22.02,21.62,2022-04-16 14:16:49.749530
22.02,21.62,2022-04-16 14:17:00.464259
22.02,21.62,2022-04-16 14:17:11.179477
22.02,21.62,2022-04-16 14:17:21.894296
21.93,21.62,2022-04-16 14:17:32.609228
22.02,21.62,2022-04-16 14:17:43.324010
22.02,21.62,2022-04-16 14:17:54.039116
22.02,21.62,2022-04-16 14:18:04.750199
22.02,21.62,2022-04-16 14:18:15.464964
22.02,21.62,2022-04-16 14:18:26.179696
22.02,21.62,2022-04-16 14:18:36.894750
22.02,21.62,2022-04-16 14:18:47.609708
22.02,21.62,2022-04-16 14:18:58.324421
22.02,21.62,2022-04-16 14:19:09.039535
22.02,21.62,2022-04-16 14:19:19.754404
22.02,21.62,2022-04-16 14:19:30.469364
22.02,21.62,2022-04-16 14:19:41.184064
22.02,21.62,2022-04-16 14:19:51.898860
22.02,21.62,2022-04-16 14:20:02.614054
22.02,21.62,2022-04-16 14:20:13.325027
22.02,21.62,2022-04-16 14:20:24.039751
22.02,21.62,2022-04-16 14:20:34.754853
22.1,21.62,2022-04-16 14:20:45.469741
22.1,21.62,2022-04-16 14:20:56.184621
22.1,21.62,2022-04-16 14:21:06.899543
22.1,21.62,2022-04-16 14:21:17.614411
22.02,21.62,2022-04-16 14:21:28.329305
22.1,21.62,2022-04-16 14:21:39.044283
22.1,21.62,2022-04-16 14:21:49.759094
22.1,21.62,2022-04-16 14:22:00.473991
22.02,21.62,2022-04-16 14:22:11.188926
22.02,21.62,2022-04-16 14:22:21.899925
22.02,21.62,2022-04-16 14:22:32.614768
22.02,21.62,2022-04-16 14:22:43.329748
22.02,21.62,2022-04-16 14:22:54.044632
22.02,21.62,2022-04-16 14:23:04.759565
22.1,21.62,2022-04-16 14:23:15.474404
22.02,21.62,2022-04-16 14:23:26.189323
22.02,21.62,2022-04-16 14:23:36.904077
22.1,21.62,2022-04-16 14:23:47.618934
22.02,21.62,2022-04-16 14:23:58.334132
21.85,21.62,2022-04-16 14:24:09.048865
21.93,21.62,2022-04-16 14:24:19.763848
21.93,21.62,2022-04-16 14:24:30.474745
22.02,21.62,2022-04-16 14:24:41.189767
21.93,21.62,2022-04-16 14:24:51.904663
22.1,21.62,2022-04-16 14:25:02.619561
22.02,21.62,2022-04-16 14:25:13.333954
22.02,21.62,2022-04-16 14:25:24.048630
21.85,21.62,2022-04-16 14:25:34.763124
21.93,21.62,2022-04-16 14:25:45.477579
21.77,21.62,2022-04-16 14:25:56.192150
21.85,21.69,2022-04-16 14:26:06.906616
21.85,21.62,2022-04-16 14:26:17.621141
21.85,21.62,2022-04-16 14:26:28.335676
21.85,21.69,2022-04-16 14:26:39.046334
21.85,21.69,2022-04-16 14:26:49.760879
21.85,21.69,2022-04-16 14:27:00.475359
21.85,21.69,2022-04-16 14:27:11.189937
21.85,21.69,2022-04-16 14:27:21.904405
21.77,21.62,2022-04-16 14:27:32.619086
21.77,21.62,2022-04-16 14:27:43.333417
21.77,21.69,2022-04-16 14:27:54.048219
21.85,21.62,2022-04-16 14:28:04.762794
21.68,21.62,2022-04-16 14:28:15.477364
21.68,21.62,2022-04-16 14:28:26.191767
21.68,21.62,2022-04-16 14:28:36.906498
21.68,21.62,2022-04-16 14:28:47.617190
21.6,21.62,2022-04-16 14:28:58.331904
21.6,21.62,2022-04-16 14:29:09.046475
21.68,21.62,2022-04-16 14:29:19.761042
21.6,21.62,2022-04-16 14:29:30.475724
21.6,21.62,2022-04-16 14:29:41.190384
21.52,21.62,2022-04-16 14:29:51.904956
21.52,21.62,2022-04-16 14:30:02.619520
21.6,21.62,2022-04-16 14:30:13.334257
21.52,21.62,2022-04-16 14:30:24.048873
21.52,21.62,2022-04-16 14:30:34.763495
21.52,21.56,2022-04-16 14:30:45.478229
21.52,21.62,2022-04-16 14:30:56.188794
21.52,21.56,2022-04-16 14:31:06.903625
21.52,21.56,2022-04-16 14:31:17.618245
21.52,21.56,2022-04-16 14:31:28.332915
21.52,21.56,2022-04-16 14:31:39.047631
21.43,21.56,2022-04-16 14:31:49.762239
21.43,21.56,2022-04-16 14:32:00.476948
21.35,21.56,2022-04-16 14:32:11.191654
21.43,21.56,2022-04-16 14:32:21.906273
21.43,21.56,2022-04-16 14:32:32.620986
21.43,21.56,2022-04-16 14:32:43.335706
21.43,21.5,2022-04-16 14:32:54.046419
21.27,21.5,2022-04-16 14:33:04.761192
21.43,21.56,2022-04-16 14:33:15.475812
21.35,21.5,2022-04-16 14:33:26.190590
21.43,21.5,2022-04-16 14:33:36.905256
21.35,21.5,2022-04-16 14:33:47.619888
21.35,21.5,2022-04-16 14:33:58.334690
21.43,21.5,2022-04-16 14:34:09.049458
21.35,21.5,2022-04-16 14:34:19.764133
21.35,21.5,2022-04-16 14:34:30.478830
21.35,21.5,2022-04-16 14:34:41.193601
21.27,21.5,2022-04-16 14:34:51.904354
21.35,21.5,2022-04-16 14:35:02.619141
21.43,21.5,2022-04-16 14:35:13.333884
21.43,21.5,2022-04-16 14:35:24.048581
21.43,21.5,2022-04-16 14:35:34.763362
21.52,21.5,2022-04-16 14:35:45.478144
21.52,21.5,2022-04-16 14:35:56.192639
21.43,21.5,2022-04-16 14:36:06.907574
21.52,21.5,2022-04-16 14:36:17.622255
21.43,21.5,2022-04-16 14:36:28.337033
21.52,21.5,2022-04-16 14:36:39.051764
21.43,21.5,2022-04-16 14:36:49.762633
21.52,21.5,2022-04-16 14:37:00.477405
21.43,21.5,2022-04-16 14:37:11.192092
21.52,21.5,2022-04-16 14:37:21.906973
21.35,21.5,2022-04-16 14:37:32.621662
21.43,21.44,2022-04-16 14:37:43.336290
21.35,21.5,2022-04-16 14:37:54.051156
21.43,21.5,2022-04-16 14:38:04.765662
21.35,21.44,2022-04-16 14:38:15.480573
21.35,21.5,2022-04-16 14:38:26.195510
21.35,21.5,2022-04-16 14:38:36.906338
21.43,21.44,2022-04-16 14:38:47.621121
21.35,21.44,2022-04-16 14:38:58.335870
21.35,21.44,2022-04-16 14:39:09.050712
21.35,21.44,2022-04-16 14:39:19.765388
21.27,21.44,2022-04-16 14:39:30.480223
21.35,21.44,2022-04-16 14:39:41.195009
21.35,21.44,2022-04-16 14:39:51.909794
21.35,21.44,2022-04-16 14:40:02.624458
21.35,21.44,2022-04-16 14:40:13.339306
21.35,21.44,2022-04-16 14:40:24.054173
21.35,21.44,2022-04-16 14:40:34.765036
21.35,21.44,2022-04-16 14:40:45.479839
21.35,21.44,2022-04-16 14:40:56.194489
21.35,21.44,2022-04-16 14:41:06.909391
21.35,21.44,2022-04-16 14:41:17.624094
21.35,21.44,2022-04-16 14:41:28.338949
21.35,21.44,2022-04-16 14:41:39.053740
21.43,21.44,2022-04-16 14:41:49.768535
21.35,21.44,2022-04-16 14:42:00.483327
21.43,21.44,2022-04-16 14:42:11.198092
21.35,21.44,2022-04-16 14:42:21.908963
21.35,21.44,2022-04-16 14:42:32.623847
21.43,21.44,2022-04-16 14:42:43.338612
21.35,21.44,2022-04-16 14:42:54.053355
21.43,21.44,2022-04-16 14:43:04.768109
21.35,21.44,2022-04-16 14:43:15.483058
21.43,21.44,2022-04-16 14:43:26.197794
21.43,21.44,2022-04-16 14:43:36.912488
21.43,21.44,2022-04-16 14:43:47.627402
21.43,21.44,2022-04-16 14:43:58.342244
21.43,21.44,2022-04-16 14:44:09.057052
21.52,21.44,2022-04-16 14:44:19.767946
21.43,21.44,2022-04-16 14:44:30.482745
21.43,21.44,2022-04-16 14:44:41.197515
21.52,21.5,2022-04-16 14:44:51.912368
21.52,21.44,2022-04-16 14:45:02.627101
21.43,21.44,2022-04-16 14:45:13.341975
21.52,21.44,2022-04-16 14:45:24.056771
21.43,21.44,2022-04-16 14:45:34.771647
21.43,21.44,2022-04-16 14:45:45.486323
21.52,21.5,2022-04-16 14:45:56.201246
21.52,21.44,2022-04-16 14:46:06.916071
21.6,21.5,2022-04-16 14:46:17.626951
21.43,21.44,2022-04-16 14:46:28.341782
21.52,21.5,2022-04-16 14:46:39.056591
21.52,21.44,2022-04-16 14:46:49.771441
21.52,21.5,2022-04-16 14:47:00.486290
21.52,21.5,2022-04-16 14:47:11.201107
21.52,21.44,2022-04-16 14:47:21.915924
21.52,21.44,2022-04-16 14:47:32.630678
21.52,21.5,2022-04-16 14:47:43.345450
21.43,21.44,2022-04-16 14:47:54.060343
21.52,21.44,2022-04-16 14:48:04.771209
21.43,21.44,2022-04-16 14:48:15.486114
21.52,21.44,2022-04-16 14:48:26.200874
21.52,21.5,2022-04-16 14:48:36.915663
21.52,21.5,2022-04-16 14:48:47.630530
21.52,21.5,2022-04-16 14:48:58.345373
21.52,21.5,2022-04-16 14:49:09.060197
21.6,21.5,2022-04-16 14:49:19.774981
21.6,21.5,2022-04-16 14:49:30.489746
21.52,21.5,2022-04-16 14:49:41.204672
21.6,21.5,2022-04-16 14:49:51.915581
21.6,21.5,2022-04-16 14:50:02.630450
21.52,21.44,2022-04-16 14:50:13.345184
21.6,21.5,2022-04-16 14:50:24.060096
21.6,21.44,2022-04-16 14:50:34.774899
21.52,21.5,2022-04-16 14:50:45.489723
21.52,21.44,2022-04-16 14:50:56.204584
21.6,21.5,2022-04-16 14:51:06.919372
21.52,21.5,2022-04-16 14:51:17.634189
21.6,21.5,2022-04-16 14:51:28.349044
21.43,21.5,2022-04-16 14:51:39.059925
21.52,21.5,2022-04-16 14:51:49.774806
21.43,21.5,2022-04-16 14:52:00.489589
21.6,21.44,2022-04-16 14:52:11.204381
21.6,21.5,2022-04-16 14:52:21.919256
21.52,21.5,2022-04-16 14:52:32.634157
21.6,21.5,2022-04-16 14:52:43.348957
21.52,21.5,2022-04-16 14:52:54.063790
21.6,21.5,2022-04-16 14:53:04.778582
21.52,21.5,2022-04-16 14:53:15.493432
21.52,21.44,2022-04-16 14:53:26.204334
21.6,21.5,2022-04-16 14:53:36.919166
21.6,21.5,2022-04-16 14:53:47.634135
21.6,21.5,2022-04-16 14:53:58.348636
21.6,21.5,2022-04-16 14:54:09.063718
21.6,21.44,2022-04-16 14:54:19.778351
21.52,21.5,2022-04-16 14:54:30.493358
21.6,21.5,2022-04-16 14:54:41.208142
21.52,21.44,2022-04-16 14:54:51.923024
21.52,21.5,2022-04-16 14:55:02.637882
21.6,21.5,2022-04-16 14:55:13.348776
21.43,21.5,2022-04-16 14:55:24.063623
21.6,21.5,2022-04-16 14:55:34.778448
21.52,21.5,2022-04-16 14:55:45.493257
21.52,21.44,2022-04-16 14:55:56.208259
21.6,21.5,2022-04-16 14:56:06.922932
21.6,21.44,2022-04-16 14:56:17.637806
21.52,21.5,2022-04-16 14:56:28.352633
21.6,21.44,2022-04-16 14:56:39.067487
21.6,21.44,2022-04-16 14:56:49.782272
21.6,21.44,2022-04-16 14:57:00.493296
21.6,21.44,2022-04-16 14:57:11.207983
21.52,21.44,2022-04-16 14:57:21.922900
21.6,21.44,2022-04-16 14:57:32.637734
21.52,21.44,2022-04-16 14:57:43.352604
21.52,21.44,2022-04-16 14:57:54.067444
21.52,21.44,2022-04-16 14:58:04.782264
21.6,21.44,2022-04-16 14:58:15.497142
21.43,21.44,2022-04-16 14:58:26.211912
21.52,21.44,2022-04-16 14:58:36.926785
21.52,21.44,2022-04-16 14:58:47.637694
21.52,21.44,2022-04-16 14:58:58.352520
21.52,21.44,2022-04-16 14:59:09.067441
21.6,21.44,2022-04-16 14:59:19.782303
21.6,21.44,2022-04-16 14:59:30.497091
21.6,21.44,2022-04-16 14:59:41.211852
21.52,21.44,2022-04-16 14:59:51.926747
21.52,21.44,2022-04-16 15:00:02.641622
21.43,21.44,2022-04-16 15:00:13.356375
21.6,21.44,2022-04-16 15:00:24.071253
21.52,21.44,2022-04-16 15:00:34.782216
21.52,21.44,2022-04-16 15:00:45.496783
21.43,21.44,2022-04-16 15:00:56.211851
21.6,21.44,2022-04-16 15:01:06.926639
21.6,21.44,2022-04-16 15:01:17.641559
21.6,21.44,2022-04-16 15:01:28.356371
21.6,21.44,2022-04-16 15:01:39.071275
21.6,21.44,2022-04-16 15:01:49.786060
21.52,21.44,2022-04-16 15:02:00.500625
21.52,21.44,2022-04-16 15:02:11.215722
21.52,21.44,2022-04-16 15:02:21.926437
21.6,21.44,2022-04-16 15:02:32.641522
21.6,21.44,2022-04-16 15:02:43.356324
21.6,21.44,2022-04-16 15:02:54.071164
21.6,21.44,2022-04-16 15:03:04.786037
21.6,21.44,2022-04-16 15:03:15.500836
21.6,21.44,2022-04-16 15:03:26.215665
21.6,21.44,2022-04-16 15:03:36.930504
